data,descricao,categoria,pagamento,valor
2025-07-14,Lançamento teste #328 — 2025-07 (venda),venda,cartao_credito,425.25
2025-07-21,Lançamento teste #329 — 2025-07 (recorrente),recorrente,dinheiro,105.90
2025-07-28,Lançamento teste #330 — 2025-07 (venda),venda,cartao_credito,434.25
2025-07-04,Lançamento teste #331 — 2025-07 (recorrente),recorrente,dinheiro,60.90
2025-07-11,Lançamento teste #332 — 2025-07 (venda),venda,cartao_credito,467.75
2025-07-18,Lançamento teste #333 — 2025-07 (recorrente),recorrente,dinheiro,90.40
2025-07-25,Lançamento teste #334 — 2025-07 (venda),venda,cartao_credito,501.25
2025-07-01,Lançamento teste #335 — 2025-07 (recorrente),recorrente,dinheiro,119.90
2025-07-08,Lançamento teste #336 — 2025-07 (venda),venda,cartao_credito,534.75
2025-07-15,Lançamento teste #337 — 2025-07 (recorrente),recorrente,dinheiro,74.90
2025-07-22,Lançamento teste #338 — 2025-07 (venda),venda,cartao_credito,543.75
2025-07-29,Lançamento teste #339 — 2025-07 (recorrente),recorrente,dinheiro,104.40
2025-07-05,Lançamento teste #340 — 2025-07 (venda),venda,cartao_credito,577.25
2025-07-12,Lançamento teste #341 — 2025-07 (recorrente),recorrente,dinheiro,83.90
2025-07-19,Lançamento teste #342 — 2025-07 (venda),venda,cartao_credito,610.75
2025-08-27,Lançamento teste #343 — 2025-08 (servico),servico,dinheiro,961.00
2025-08-03,Lançamento teste #344 — 2025-08 (outro),outro,cartao_credito,50.25
2025-08-10,Lançamento teste #345 — 2025-08 (servico),servico,dinheiro,1036.00
2025-08-17,Lançamento teste #346 — 2025-08 (outro),outro,cartao_credito,75.75
2025-08-24,Lançamento teste #347 — 2025-08 (servico),servico,dinheiro,1135.50
2025-08-31,Lançamento teste #348 — 2025-08 (outro),outro,cartao_credito,101.25
2025-08-07,Lançamento teste #349 — 2025-08 (servico),servico,dinheiro,1235.00
2025-08-14,Lançamento teste #350 — 2025-08 (outro),outro,cartao_credito,126.75
2025-08-21,Lançamento teste #351 — 2025-08 (servico),servico,dinheiro,1310.00
2025-08-28,Lançamento teste #352 — 2025-08 (outro),outro,cartao_credito,127.75
2025-08-04,Lançamento teste #353 — 2025-08 (servico),servico,dinheiro,1409.50
2025-08-11,Lançamento teste #354 — 2025-08 (outro),outro,cartao_credito,153.25
2025-08-18,Lançamento teste #355 — 2025-08 (servico),servico,dinheiro,1509.00
2025-08-25,Lançamento teste #356 — 2025-08 (outro),outro,cartao_credito,178.75
2025-08-01,Lançamento teste #357 — 2025-08 (servico),servico,dinheiro,1608.50
2025-08-08,Lançamento teste #358 — 2025-08 (outro),outro,cartao_credito,179.75
2025-08-15,Lançamento teste #359 — 2025-08 (servico),servico,dinheiro,1683.50
2025-08-22,Lançamento teste #360 — 2025-08 (outro),outro,cartao_credito,205.25
2025-09-01,Lançamento teste #361 — 2025-09 (venda),venda,dinheiro,210.50
2025-09-08,Lançamento teste #362 — 2025-09 (recorrente),recorrente,cartao_credito,75.15
2025-09-15,Lançamento teste #363 — 2025-09 (venda),venda,dinheiro,244.00
2025-09-22,Lançamento teste #364 — 2025-09 (recorrente),recorrente,cartao_credito,104.65
2025-09-29,Lançamento teste #365 — 2025-09 (venda),venda,dinheiro,253.00
2025-09-06,Lançamento teste #366 — 2025-09 (recorrente),recorrente,cartao_credito,59.65
2025-09-13,Lançamento teste #367 — 2025-09 (venda),venda,dinheiro,286.50
2025-09-20,Lançamento teste #368 — 2025-09 (recorrente),recorrente,cartao_credito,89.15
2025-09-27,Lançamento teste #369 — 2025-09 (venda),venda,dinheiro,320.00
2025-09-04,Lançamento teste #370 — 2025-09 (recorrente),recorrente,cartao_credito,118.65
2025-09-11,Lançamento teste #371 — 2025-09 (venda),venda,dinheiro,353.50
2025-09-18,Lançamento teste #372 — 2025-09 (recorrente),recorrente,cartao_credito,73.65
2025-09-25,Lançamento teste #373 — 2025-09 (venda),venda,dinheiro,362.50
2025-09-02,Lançamento teste #374 — 2025-09 (recorrente),recorrente,cartao_credito,103.15
2025-09-09,Lançamento teste #375 — 2025-09 (venda),venda,dinheiro,396.00
2025-09-16,Lançamento teste #376 — 2025-09 (recorrente),recorrente,cartao_credito,82.65
2025-09-23,Lançamento teste #377 — 2025-09 (venda),venda,dinheiro,429.50
2025-09-30,Lançamento teste #378 — 2025-09 (recorrente),recorrente,cartao_credito,112.15
2025-10-02,Lançamento teste #379 — 2025-10 (outro),outro,dinheiro,169.00
2025-10-09,Lançamento teste #380 — 2025-10 (servico),servico,cartao_credito,1259.75
2025-10-16,Lançamento teste #381 — 2025-10 (outro),outro,dinheiro,34.50
2025-10-23,Lançamento teste #382 — 2025-10 (servico),servico,cartao_credito,1359.25
2025-10-30,Lançamento teste #383 — 2025-10 (outro),outro,dinheiro,60.00
2025-10-06,Lançamento teste #384 — 2025-10 (servico),servico,cartao_credito,1458.75
2025-10-13,Lançamento teste #385 — 2025-10 (outro),outro,dinheiro,85.50
2025-10-20,Lançamento teste #386 — 2025-10 (servico),servico,cartao_credito,1533.75
2025-10-27,Lançamento teste #387 — 2025-10 (outro),outro,dinheiro,86.50
2025-10-03,Lançamento teste #388 — 2025-10 (servico),servico,cartao_credito,1633.25
2025-10-10,Lançamento teste #389 — 2025-10 (outro),outro,dinheiro,112.00
2025-10-17,Lançamento teste #390 — 2025-10 (servico),servico,cartao_credito,1732.75
2025-10-24,Lançamento teste #391 — 2025-10 (outro),outro,dinheiro,137.50
2025-10-31,Lançamento teste #392 — 2025-10 (servico),servico,cartao_credito,482.25
2025-10-07,Lançamento teste #393 — 2025-10 (outro),outro,dinheiro,138.50
2025-10-14,Lançamento teste #394 — 2025-10 (servico),servico,cartao_credito,557.25
2025-10-21,Lançamento teste #395 — 2025-10 (outro),outro,dinheiro,164.00
2025-10-28,Lançamento teste #396 — 2025-10 (servico),servico,cartao_credito,656.75
2025-11-07,Lançamento teste #397 — 2025-11 (recorrente),recorrente,dinheiro,73.90
2025-11-14,Lançamento teste #398 — 2025-11 (venda),venda,cartao_credito,662.75
2025-11-21,Lançamento teste #399 — 2025-11 (recorrente),recorrente,dinheiro,103.40
2025-11-28,Lançamento teste #400 — 2025-11 (venda),venda,cartao_credito,671.75
2025-11-05,Lançamento teste #401 — 2025-11 (recorrente),recorrente,dinheiro,58.40
2025-11-12,Lançamento teste #402 — 2025-11 (venda),venda,cartao_credito,105.25
2025-11-19,Lançamento teste #403 — 2025-11 (recorrente),recorrente,dinheiro,87.90
2025-11-26,Lançamento teste #404 — 2025-11 (venda),venda,cartao_credito,138.75
2025-11-03,Lançamento teste #405 — 2025-11 (recorrente),recorrente,dinheiro,117.40
2025-11-10,Lançamento teste #406 — 2025-11 (venda),venda,cartao_credito,172.25
2025-11-17,Lançamento teste #407 — 2025-11 (recorrente),recorrente,dinheiro,72.40
2025-11-24,Lançamento teste #408 — 2025-11 (venda),venda,cartao_credito,181.25
2025-11-01,Lançamento teste #409 — 2025-11 (recorrente),recorrente,dinheiro,101.90
2025-11-08,Lançamento teste #410 — 2025-11 (venda),venda,cartao_credito,214.75
2025-11-15,Lançamento teste #411 — 2025-11 (recorrente),recorrente,dinheiro,81.40
2025-11-22,Lançamento teste #412 — 2025-11 (venda),venda,cartao_credito,248.25
2025-11-29,Lançamento teste #413 — 2025-11 (recorrente),recorrente,dinheiro,110.90
2025-11-06,Lançamento teste #414 — 2025-11 (venda),venda,cartao_credito,257.25
2025-12-08,Lançamento teste #415 — 2025-12 (servico),servico,dinheiro,1483.50
2025-12-15,Lançamento teste #416 — 2025-12 (outro),outro,cartao_credito,153.25
2025-12-22,Lançamento teste #417 — 2025-12 (servico),servico,dinheiro,1583.00
2025-12-29,Lançamento teste #418 — 2025-12 (outro),outro,cartao_credito,178.75
2025-12-05,Lançamento teste #419 — 2025-12 (servico),servico,dinheiro,1682.50
2025-12-12,Lançamento teste #420 — 2025-12 (outro),outro,cartao_credito,204.25
2025-12-19,Lançamento teste #421 — 2025-12 (servico),servico,dinheiro,407.50
2025-12-26,Lançamento teste #422 — 2025-12 (outro),outro,cartao_credito,45.25
2025-12-02,Lançamento teste #423 — 2025-12 (servico),servico,dinheiro,507.00
2025-12-09,Lançamento teste #424 — 2025-12 (outro),outro,cartao_credito,70.75
2025-12-16,Lançamento teste #425 — 2025-12 (servico),servico,dinheiro,606.50
2025-12-23,Lançamento teste #426 — 2025-12 (outro),outro,cartao_credito,96.25
2025-12-30,Lançamento teste #427 — 2025-12 (servico),servico,dinheiro,706.00
2025-12-06,Lançamento teste #428 — 2025-12 (outro),outro,cartao_credito,97.25
2025-12-13,Lançamento teste #429 — 2025-12 (servico),servico,dinheiro,781.00
2025-12-20,Lançamento teste #430 — 2025-12 (outro),outro,cartao_credito,122.75
2025-12-27,Lançamento teste #431 — 2025-12 (servico),servico,dinheiro,880.50
2025-12-03,Lançamento teste #432 — 2025-12 (outro),outro,cartao_credito,148.25
2026-01-03,Extra 2026 — registro 433,venda,pix,1057.20
2026-01-08,Extra 2026 — registro 434,recorrente,cartao_debito,1063.60
2026-01-13,Extra 2026 — registro 435,venda,cartao_credito,1070.00
2026-01-18,Extra 2026 — registro 436,recorrente,boleto,1076.40
2026-01-23,Extra 2026 — registro 437,venda,transferencia,1082.80
2026-01-28,Extra 2026 — registro 438,recorrente,dinheiro,1089.20
2026-01-02,Extra 2026 — registro 439,venda,pix,1095.60
2026-01-07,Extra 2026 — registro 440,recorrente,cartao_debito,1102.00
2026-01-12,Extra 2026 — registro 441,venda,cartao_credito,1108.40
2026-01-17,Extra 2026 — registro 442,recorrente,boleto,1114.80
2026-01-22,Extra 2026 — registro 443,venda,transferencia,1121.20
2026-01-27,Extra 2026 — registro 444,recorrente,dinheiro,1127.60
2026-01-01,Extra 2026 — registro 445,venda,pix,1134.00
2026-01-06,Extra 2026 — registro 446,recorrente,cartao_debito,1140.40
2026-01-11,Extra 2026 — registro 447,venda,cartao_credito,1146.80
2026-01-16,Extra 2026 — registro 448,recorrente,boleto,1153.20
2026-01-21,Extra 2026 — registro 449,venda,transferencia,1159.60
2026-01-26,Extra 2026 — registro 450,recorrente,dinheiro,1166.00
2026-01-31,Extra 2026 — registro 451,venda,pix,1172.40
2026-01-05,Extra 2026 — registro 452,recorrente,cartao_debito,1178.80
2026-01-10,Extra 2026 — registro 453,venda,cartao_credito,1185.20
2026-01-15,Extra 2026 — registro 454,recorrente,boleto,1191.60
2026-02-05,Extra 2026 — registro 455,recorrente,dinheiro,1103.40
2026-02-10,Extra 2026 — registro 456,venda,pix,1109.80
2026-02-15,Extra 2026 — registro 457,recorrente,cartao_debito,1116.20
2026-02-20,Extra 2026 — registro 458,venda,cartao_credito,1122.60
2026-02-25,Extra 2026 — registro 459,recorrente,boleto,1129.00
2026-02-02,Extra 2026 — registro 460,venda,transferencia,1135.40
2026-02-07,Extra 2026 — registro 461,recorrente,dinheiro,1141.80
2026-02-12,Extra 2026 — registro 462,venda,pix,1148.20
2026-02-17,Extra 2026 — registro 463,recorrente,cartao_debito,1154.60
2026-02-22,Extra 2026 — registro 464,venda,cartao_credito,1161.00
2026-02-27,Extra 2026 — registro 465,recorrente,boleto,1167.40
2026-02-04,Extra 2026 — registro 466,venda,transferencia,1173.80
2026-02-09,Extra 2026 — registro 467,recorrente,dinheiro,1180.20
2026-02-14,Extra 2026 — registro 468,venda,pix,1186.60
2026-02-19,Extra 2026 — registro 469,recorrente,cartao_debito,1193.00
2026-02-24,Extra 2026 — registro 470,venda,cartao_credito,1199.40
2026-02-01,Extra 2026 — registro 471,recorrente,boleto,1205.80
2026-02-06,Extra 2026 — registro 472,venda,transferencia,1212.20
2026-02-11,Extra 2026 — registro 473,recorrente,dinheiro,1218.60
2026-02-16,Extra 2026 — registro 474,venda,pix,1225.00
2026-02-21,Extra 2026 — registro 475,recorrente,cartao_debito,1231.40
2026-02-26,Extra 2026 — registro 476,venda,cartao_credito,1237.80
2026-03-07,Extra 2026 — registro 477,venda,transferencia,1149.60
2026-03-12,Extra 2026 — registro 478,recorrente,dinheiro,1156.00
2026-03-17,Extra 2026 — registro 479,venda,pix,1162.40
2026-03-22,Extra 2026 — registro 480,recorrente,cartao_debito,1168.80
2026-03-27,Extra 2026 — registro 481,venda,cartao_credito,1175.20
2026-03-01,Extra 2026 — registro 482,recorrente,boleto,1181.60
2026-03-06,Extra 2026 — registro 483,venda,transferencia,1188.00
2026-03-11,Extra 2026 — registro 484,recorrente,dinheiro,1194.40
2026-03-16,Extra 2026 — registro 485,venda,pix,1200.80
2026-03-21,Extra 2026 — registro 486,recorrente,cartao_debito,1207.20
2026-03-26,Extra 2026 — registro 487,venda,cartao_credito,1213.60
2026-03-31,Extra 2026 — registro 488,recorrente,boleto,1220.00
2026-03-05,Extra 2026 — registro 489,venda,transferencia,1226.40
2026-03-10,Extra 2026 — registro 490,recorrente,dinheiro,1232.80
2026-03-15,Extra 2026 — registro 491,venda,pix,1239.20
2026-03-20,Extra 2026 — registro 492,recorrente,cartao_debito,1245.60
2026-03-25,Extra 2026 — registro 493,venda,cartao_credito,1252.00
2026-03-30,Extra 2026 — registro 494,recorrente,boleto,1258.40
2026-03-04,Extra 2026 — registro 495,venda,transferencia,1264.80
2026-03-09,Extra 2026 — registro 496,recorrente,dinheiro,1271.20
2026-03-14,Extra 2026 — registro 497,venda,pix,1277.60
2026-03-19,Extra 2026 — registro 498,recorrente,cartao_debito,1284.00
2026-04-09,Extra 2026 — registro 499,recorrente,boleto,1195.80
2026-04-14,Extra 2026 — registro 500,venda,transferencia,1202.20
2026-04-19,Extra 2026 — registro 501,recorrente,dinheiro,1208.60
2026-04-24,Extra 2026 — registro 502,venda,pix,1215.00
2026-04-29,Extra 2026 — registro 503,recorrente,cartao_debito,1221.40
2026-04-04,Extra 2026 — registro 504,venda,cartao_credito,1227.80
2026-04-09,Extra 2026 — registro 505,recorrente,boleto,1234.20
2026-04-14,Extra 2026 — registro 506,venda,transferencia,1240.60
2026-04-19,Extra 2026 — registro 507,recorrente,dinheiro,1247.00
2026-04-24,Extra 2026 — registro 508,venda,pix,1253.40
2026-04-29,Extra 2026 — registro 509,recorrente,cartao_debito,1259.80
2026-04-04,Extra 2026 — registro 510,venda,cartao_credito,1266.20
2026-04-09,Extra 2026 — registro 511,recorrente,boleto,1272.60
2026-04-14,Extra 2026 — registro 512,venda,transferencia,1279.00
2026-04-19,Extra 2026 — registro 513,recorrente,dinheiro,1285.40
2026-04-24,Extra 2026 — registro 514,venda,pix,1291.80
2026-04-29,Extra 2026 — registro 515,recorrente,cartao_debito,1298.20
2026-04-04,Extra 2026 — registro 516,venda,cartao_credito,1304.60
2026-04-09,Extra 2026 — registro 517,recorrente,boleto,1311.00
2026-04-14,Extra 2026 — registro 518,venda,transferencia,1317.40
2026-04-19,Extra 2026 — registro 519,recorrente,dinheiro,1323.80
2026-04-24,Extra 2026 — registro 520,venda,pix,1330.20
2026-05-11,Extra 2026 — registro 521,venda,cartao_credito,1242.00
2026-05-16,Extra 2026 — registro 522,recorrente,boleto,1248.40
2026-05-21,Extra 2026 — registro 523,venda,transferencia,1254.80
2026-05-26,Extra 2026 — registro 524,recorrente,dinheiro,1261.20
2026-05-31,Extra 2026 — registro 525,venda,pix,1267.60
2026-05-05,Extra 2026 — registro 526,recorrente,cartao_debito,1274.00
2026-05-10,Extra 2026 — registro 527,venda,cartao_credito,1280.40
2026-05-15,Extra 2026 — registro 528,recorrente,boleto,1286.80
2026-05-20,Extra 2026 — registro 529,venda,transferencia,1293.20
2026-05-25,Extra 2026 — registro 530,recorrente,dinheiro,1299.60
2026-05-30,Extra 2026 — registro 531,venda,pix,1306.00
2026-05-04,Extra 2026 — registro 532,recorrente,cartao_debito,1312.40
2026-05-09,Extra 2026 — registro 533,venda,cartao_credito,1318.80
2026-05-14,Extra 2026 — registro 534,recorrente,boleto,1325.20
2026-05-19,Extra 2026 — registro 535,venda,transferencia,1331.60
2026-05-24,Extra 2026 — registro 536,recorrente,dinheiro,1338.00
2026-05-29,Extra 2026 — registro 537,venda,pix,1344.40
2026-05-03,Extra 2026 — registro 538,recorrente,cartao_debito,1350.80
2026-05-08,Extra 2026 — registro 539,venda,cartao_credito,1357.20
2026-05-13,Extra 2026 — registro 540,recorrente,boleto,1363.60
2026-05-18,Extra 2026 — registro 541,venda,transferencia,1370.00
2026-05-23,Extra 2026 — registro 542,recorrente,dinheiro,1376.40
2026-06-13,Extra 2026 — registro 543,recorrente,cartao_debito,1288.20
2026-06-18,Extra 2026 — registro 544,venda,cartao_credito,1294.60
2026-06-23,Extra 2026 — registro 545,recorrente,boleto,1301.00
2026-06-28,Extra 2026 — registro 546,venda,transferencia,1307.40
2026-06-03,Extra 2026 — registro 547,recorrente,dinheiro,1313.80
2026-06-08,Extra 2026 — registro 548,venda,pix,1320.20
2026-06-13,Extra 2026 — registro 549,recorrente,cartao_debito,1326.60
2026-06-18,Extra 2026 — registro 550,venda,cartao_credito,1333.00
2026-06-23,Extra 2026 — registro 551,recorrente,boleto,1339.40
2026-06-28,Extra 2026 — registro 552,venda,transferencia,1345.80
2026-06-03,Extra 2026 — registro 553,recorrente,dinheiro,1352.20
2026-06-08,Extra 2026 — registro 554,venda,pix,1358.60
2026-06-13,Extra 2026 — registro 555,recorrente,cartao_debito,1365.00
2026-06-18,Extra 2026 — registro 556,venda,cartao_credito,1371.40
2026-06-23,Extra 2026 — registro 557,recorrente,boleto,1377.80
2026-06-28,Extra 2026 — registro 558,venda,transferencia,1384.20
2026-06-03,Extra 2026 — registro 559,recorrente,dinheiro,1390.60
2026-06-08,Extra 2026 — registro 560,venda,pix,1397.00
2026-06-13,Extra 2026 — registro 561,recorrente,cartao_debito,1403.40
2026-06-18,Extra 2026 — registro 562,venda,cartao_credito,1409.80
2026-06-23,Extra 2026 — registro 563,recorrente,boleto,1416.20
2026-06-28,Extra 2026 — registro 564,venda,transferencia,1422.60
